"relative_path","status","category","size_bytes","note"
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\arm-templates\azure-deploy-adf-template-gallery-http.json","active","json","6491","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\adf-app-service-screenshot.png","active","misc","1210509","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\adf-databricks-screenshot.png","active","misc","462869","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-databricks-01.png","active","misc","337582","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-databricks-02.png","active","misc","183104","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-databricks-03.png","active","misc","338131","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-databricks-04.png","active","misc","182305","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-databricks-05.png","active","misc","283960","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-databricks-06.png","active","misc","91005","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-databricks-07.png","active","misc","342645","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-http-01.png","active","misc","273628","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-http-02.png","active","misc","319799","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-http-03.png","active","misc","101459","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\images\data-anonymization-http-04.png","active","misc","402778","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\index.md","active","doc","929","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\presidio-data-factory.md","active","doc","7783","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\presidio-data-factory-template-gallery-databricks.md","active","doc","4705","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\data-factory\presidio-data-factory-template-gallery-http.md","active","doc","6152","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\index.md","active","doc","295","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\.helmignore","active","misc","354","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\Chart.yaml","active","yaml","156","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\_helpers.tpl","active","misc","1464","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\analyzer-deployment.yaml","active","yaml","1417","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\analyzer-service.yaml","active","yaml","621","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\anonymizer-deployment.yaml","active","yaml","1437","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\anonymizer-image-deployment.yaml","active","yaml","1487","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\anonymizer-image-service.yaml","active","yaml","656","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\anonymizer-service.yaml","active","yaml","631","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\ingress.yaml","active","yaml","1414","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\templates\NOTES.txt","active","text","459","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\charts\presidio\values.yaml","active","yaml","1402","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\deployment\deploy-presidio.sh","active","misc","180","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\deployment\run-with-kind.sh","active","misc","819","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\k8s\index.md","active","doc","3421","Documentation artifact in the current workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\.devcontainer\devcontainer.json","active","json","490","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\.devcontainer\post-create.sh","active","misc","368","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\.gitignore","active","misc","17","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\api\configmap.yaml","active","yaml","168","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\api\deployment.yaml","active","yaml","609","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\api\service.yaml","active","yaml","179","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\client\configmap.yaml","active","yaml","351","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\client\deployment.yaml","active","yaml","644","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\client\loadbalancer.yaml","active","yaml","219","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\client\service.yaml","active","yaml","189","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\redis\deployment.yaml","active","yaml","373","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\deployments\redis\service.yaml","active","yaml","197","Current configuration or metadata artifact in the workspace."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\docs\.attachments\architecture.png","active","misc","131227","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\docs\.attachments\llm_chat.png","active","misc","131758","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\docs\.diagrams\architecture.mermaid","active","misc","509","Repository artifact reviewed during the PM audit."
"archive\legacy_generated\pre_2026_03_04_rebuild\Dataset\output\oss_refs\presidio\docs\samples\deployments\openai-anonymaztion-and-deanonymaztion-best-practices\docs\sample_for_presidio_pr\anonymization_toolkit_sample.md","active","doc","7326","Documentation artifact in the current workspace."
